溫度2，執行#1
時間 ( 秒 )	溫度2 ( °C )
157.5000	25.65
158.0000	25.65
158.5000	25.64
159.0000	25.64
159.5000	25.64
160.0000	25.65
160.5000	25.67
161.0000	25.69
161.5000	25.71
162.0000	25.75
162.5000	25.78
163.0000	25.83
163.5000	25.87
164.0000	25.93
164.5000	25.98
165.0000	26.05
165.5000	26.11
166.0000	26.18
166.5000	26.25
167.0000	26.32
167.5000	26.39
168.0000	26.46
168.5000	26.53
169.0000	26.59
169.5000	26.64
170.0000	26.70
170.5000	26.74
171.0000	26.78
171.5000	26.82
172.0000	26.84
172.5000	26.87
173.0000	26.89
173.5000	26.89
174.0000	26.90
174.5000	26.90
175.0000	26.89
175.5000	26.88
176.0000	26.86
176.5000	26.83
177.0000	26.80
177.5000	26.77
178.0000	26.72
178.5000	26.67
179.0000	26.63
179.5000	26.57
180.0000	26.52
180.5000	26.47
181.0000	26.40
181.5000	26.35
182.0000	26.28
182.5000	26.23
183.0000	26.17
183.5000	26.12
184.0000	26.06
184.5000	26.01
185.0000	25.97
185.5000	25.94
186.0000	25.90
186.5000	25.87
187.0000	25.84
187.5000	25.83
188.0000	25.82
188.5000	25.81
189.0000	25.81
189.5000	25.82
190.0000	25.83
190.5000	25.84
191.0000	25.86
191.5000	25.89
192.0000	25.92
192.5000	25.96
193.0000	26.01
193.5000	26.05
194.0000	26.11
194.5000	26.15
195.0000	26.22
195.5000	26.28
196.0000	26.35
196.5000	26.42
197.0000	26.50
197.5000	26.56
198.0000	26.62
198.5000	26.69
199.0000	26.75
199.5000	26.81
200.0000	26.86
200.5000	26.90
201.0000	26.94
201.5000	26.98
202.0000	27.00
202.5000	27.02
203.0000	27.04
203.5000	27.05
204.0000	27.05
204.5000	27.05
205.0000	27.05
205.5000	27.03
206.0000	27.01
206.5000	26.99
207.0000	26.95
207.5000	26.92
208.0000	26.88
208.5000	26.84
209.0000	26.79
209.5000	26.74
210.0000	26.68
210.5000	26.62
211.0000	26.57
211.5000	26.51
212.0000	26.46
212.5000	26.40
213.0000	26.35
213.5000	26.29
214.0000	26.24
214.5000	26.19
215.0000	26.15
215.5000	26.11
216.0000	26.07
216.5000	26.05
217.0000	26.02
217.5000	26.00
218.0000	25.99
218.5000	25.98
219.0000	25.98
219.5000	25.98
220.0000	25.99
220.5000	26.01
221.0000	26.03
221.5000	26.06
222.0000	26.09
222.5000	26.13
223.0000	26.17
223.5000	26.22
224.0000	26.27
224.5000	26.32
225.0000	26.38
225.5000	26.45
226.0000	26.52
226.5000	26.59
227.0000	26.67
227.5000	26.73
228.0000	26.79
228.5000	26.86
229.0000	26.92
229.5000	26.98
230.0000	27.03
230.5000	27.07
231.0000	27.11
231.5000	27.14
232.0000	27.17
232.5000	27.19
233.0000	27.21
233.5000	27.22
234.0000	27.22
234.5000	27.22
235.0000	27.21
235.5000	27.19
236.0000	27.18
236.5000	27.16
237.0000	27.12
237.5000	27.09
238.0000	27.04
238.5000	27.00
239.0000	26.95
239.5000	26.90
240.0000	26.85
240.5000	26.79
241.0000	26.74
241.5000	26.68
242.0000	26.62
242.5000	26.56
243.0000	26.50
243.5000	26.45
244.0000	26.39
244.5000	26.35
245.0000	26.31
245.5000	26.27
246.0000	26.23
246.5000	26.20
247.0000	26.18
247.5000	26.16
248.0000	26.15
248.5000	26.14
249.0000	26.14
249.5000	26.15
250.0000	26.16
250.5000	26.18
251.0000	26.20
251.5000	26.23
252.0000	26.26
252.5000	26.30
253.0000	26.34
253.5000	26.39
254.0000	26.44
254.5000	26.50
255.0000	26.56
255.5000	26.63
256.0000	26.69
256.5000	26.76
257.0000	26.82
257.5000	26.90
258.0000	26.96
258.5000	27.02
259.0000	27.09
259.5000	27.14
260.0000	27.19
260.5000	27.24
261.0000	27.28
261.5000	27.31
262.0000	27.34
262.5000	27.36
263.0000	27.38
263.5000	27.38
264.0000	27.39
264.5000	27.39
265.0000	27.38
265.5000	27.36
266.0000	27.35
266.5000	27.32
267.0000	27.29
267.5000	27.26
268.0000	27.21
268.5000	27.17
269.0000	27.12
269.5000	27.07
270.0000	27.01
270.5000	26.96
271.0000	26.90
271.5000	26.84
272.0000	26.79
272.5000	26.73
273.0000	26.67
273.5000	26.61
274.0000	26.56
274.5000	26.51
275.0000	26.47
275.5000	26.43
276.0000	26.39
276.5000	26.36
277.0000	26.34
277.5000	26.32
278.0000	26.31
278.5000	26.30
279.0000	26.30
279.5000	26.31
280.0000	26.32
280.5000	26.34
281.0000	26.36
281.5000	26.39
282.0000	26.42
282.5000	26.46
283.0000	26.50
283.5000	26.54
284.0000	26.60
284.5000	26.65
285.0000	26.71
285.5000	26.77
286.0000	26.84
286.5000	26.91
287.0000	26.98
287.5000	27.04
288.0000	27.11
288.5000	27.18
289.0000	27.23
289.5000	27.29
290.0000	27.34
290.5000	27.38
291.0000	27.42
291.5000	27.46
292.0000	27.48
292.5000	27.50
293.0000	27.52
293.5000	27.52
294.0000	27.53
294.5000	27.53
295.0000	27.51
295.5000	27.50
296.0000	27.48
296.5000	27.46
297.0000	27.42
297.5000	27.39
298.0000	27.35
298.5000	27.31
299.0000	27.25
299.5000	27.20
300.0000	27.15
300.5000	27.09
301.0000	27.03
301.5000	26.98
302.0000	26.92
302.5000	26.86
303.0000	26.80
303.5000	26.74
304.0000	26.69
304.5000	26.64
305.0000	26.60
305.5000	26.56
306.0000	26.52
306.5000	26.50
307.0000	26.47
307.5000	26.45
308.0000	26.44
308.5000	26.43
309.0000	26.43
309.5000	26.44
310.0000	26.44
310.5000	26.46
311.0000	26.49
311.5000	26.51
312.0000	26.54
312.5000	26.58
313.0000	26.62
313.5000	26.67
314.0000	26.72
314.5000	26.78
315.0000	26.84
315.5000	26.90
316.0000	26.98
316.5000	27.05
317.0000	27.12
317.5000	27.18
318.0000	27.25
318.5000	27.31
319.0000	27.36
319.5000	27.42
320.0000	27.47
320.5000	27.51
321.0000	27.55
321.5000	27.58
322.0000	27.61
322.5000	27.63
323.0000	27.65
323.5000	27.66
324.0000	27.66
324.5000	27.66
325.0000	27.65
325.5000	27.63
326.0000	27.61
326.5000	27.59
327.0000	27.56
327.5000	27.52
328.0000	27.49
328.5000	27.44
329.0000	27.39
329.5000	27.34
330.0000	27.28
330.5000	27.23
331.0000	27.18
331.5000	27.11
332.0000	27.05
332.5000	26.99
333.0000	26.94
333.5000	26.89
334.0000	26.83
334.5000	26.78
335.0000	26.74
335.5000	26.70
336.0000	26.66
336.5000	26.63
337.0000	26.61
337.5000	26.59
338.0000	26.58
338.5000	26.57
339.0000	26.57
339.5000	26.58
340.0000	26.59
340.5000	26.60
341.0000	26.62
341.5000	26.66
342.0000	26.69
342.5000	26.72
343.0000	26.76
343.5000	26.81
344.0000	26.86
344.5000	26.91
345.0000	26.98
345.5000	27.04
346.0000	27.11
346.5000	27.18
347.0000	27.25
347.5000	27.31
348.0000	27.38
348.5000	27.44
349.0000	27.50
349.5000	27.55
350.0000	27.60
350.5000	27.65
351.0000	27.69
351.5000	27.72
352.0000	27.75
352.5000	27.77
353.0000	27.78
353.5000	27.79
354.0000	27.79
354.5000	27.79
355.0000	27.78
355.5000	27.76
356.0000	27.74
356.5000	27.72
357.0000	27.68
357.5000	27.65
358.0000	27.61
358.5000	27.57
359.0000	27.51
359.5000	27.47
360.0000	27.41
360.5000	27.36
361.0000	27.31
361.5000	27.24
362.0000	27.18
362.5000	27.12
363.0000	27.07
363.5000	27.01
364.0000	26.96
364.5000	26.91
365.0000	26.87
365.5000	26.82
366.0000	26.79
366.5000	26.76
367.0000	26.74
367.5000	26.72
368.0000	26.71
368.5000	26.70
369.0000	26.70
369.5000	26.70
370.0000	26.71
370.5000	26.73
371.0000	26.75
371.5000	26.77
372.0000	26.81
372.5000	26.84
373.0000	26.89
373.5000	26.93
374.0000	26.98
374.5000	27.04
375.0000	27.10
375.5000	27.16
376.0000	27.23
376.5000	27.30
377.0000	27.37
377.5000	27.43
378.0000	27.50
378.5000	27.57
379.0000	27.63
379.5000	27.68
380.0000	27.73
380.5000	27.77
381.0000	27.81
381.5000	27.85
382.0000	27.88
382.5000	27.89
383.0000	27.91
383.5000	27.92
384.0000	27.92
384.5000	27.92
385.0000	27.90
385.5000	27.89
386.0000	27.87
386.5000	27.85
387.0000	27.81
387.5000	27.78
388.0000	27.73
388.5000	27.69
389.0000	27.64
389.5000	27.58
390.0000	27.53
390.5000	27.47
391.0000	27.42
391.5000	27.36
392.0000	27.30
392.5000	27.24
393.0000	27.18
393.5000	27.13
394.0000	27.06
394.5000	27.02
395.0000	26.97
395.5000	26.94
396.0000	26.89
396.5000	26.87
397.0000	26.84
397.5000	26.83
398.0000	26.81
398.5000	26.80
399.0000	26.80
399.5000	26.80
400.0000	26.82
400.5000	26.83
401.0000	26.85
401.5000	26.88
402.0000	26.91
402.5000	26.94
403.0000	26.99
403.5000	27.03
404.0000	27.09
404.5000	27.13
405.0000	27.20
405.5000	27.26
406.0000	27.33
406.5000	27.40
407.0000	27.46
407.5000	27.53
408.0000	27.60
408.5000	27.66
409.0000	27.72
409.5000	27.77
410.0000	27.82
410.5000	27.87
411.0000	27.91
411.5000	27.94
412.0000	27.97
412.5000	27.99
413.0000	28.00
413.5000	28.01
414.0000	28.01
414.5000	28.01
415.0000	28.00
415.5000	27.98
416.0000	27.96
416.5000	27.94
417.0000	27.91
417.5000	27.88
418.0000	27.84
418.5000	27.79
419.0000	27.75
419.5000	27.69
420.0000	27.64
420.5000	27.58
421.0000	27.52
421.5000	27.46
422.0000	27.40
422.5000	27.34
423.0000	27.28
423.5000	27.23
424.0000	27.17
424.5000	27.12
425.0000	27.08
425.5000	27.04
426.0000	27.00
426.5000	26.97
427.0000	26.95
427.5000	26.92
428.0000	26.91
428.5000	26.91
429.0000	26.90
429.5000	26.90
430.0000	26.91
430.5000	26.92
431.0000	26.95
431.5000	26.97
432.0000	27.00
432.5000	27.04
433.0000	27.09
433.5000	27.12
434.0000	27.18
434.5000	27.23
435.0000	27.29
435.5000	27.36
436.0000	27.42
436.5000	27.49
437.0000	27.56
437.5000	27.63
438.0000	27.70
438.5000	27.75
439.0000	27.81
439.5000	27.87
440.0000	27.92
440.5000	27.96
441.0000	28.00
441.5000	28.03
442.0000	28.06
442.5000	28.08
443.0000	28.09
443.5000	28.10
444.0000	28.10
444.5000	28.10
445.0000	28.09
445.5000	28.07
446.0000	28.05
446.5000	28.03
447.0000	28.00
447.5000	27.96
448.0000	27.92
448.5000	27.87
449.0000	27.83
449.5000	27.77
450.0000	27.72
450.5000	27.66
451.0000	27.61
451.5000	27.55
452.0000	27.49
452.5000	27.43
453.0000	27.37
453.5000	27.31
454.0000	27.26
454.5000	27.21
455.0000	27.17
455.5000	27.13
456.0000	27.09
456.5000	27.06
457.0000	27.03
457.5000	27.02
458.0000	27.01
458.5000	26.99
459.0000	26.99
459.5000	26.99
460.0000	27.00
460.5000	27.02
461.0000	27.04
461.5000	27.07
462.0000	27.10
462.5000	27.14
463.0000	27.18
463.5000	27.23
464.0000	27.27
464.5000	27.33
465.0000	27.39
465.5000	27.45
466.0000	27.52
466.5000	27.59
467.0000	27.66
467.5000	27.73
468.0000	27.79
468.5000	27.86
469.0000	27.92
469.5000	27.98
470.0000	28.02
470.5000	28.06
471.0000	28.11
471.5000	28.13
472.0000	28.16
472.5000	28.19
473.0000	28.20
473.5000	28.21
474.0000	28.21
474.5000	28.20
475.0000	28.19
475.5000	28.17
476.0000	28.15
476.5000	28.13
477.0000	28.10
477.5000	28.06
478.0000	28.03
478.5000	27.98
479.0000	27.92
479.5000	27.87
480.0000	27.82
480.5000	27.76
481.0000	27.70
481.5000	27.64
482.0000	27.58
482.5000	27.52
483.0000	27.46
483.5000	27.40
484.0000	27.35
484.5000	27.31
485.0000	27.27
485.5000	27.22
486.0000	27.19
486.5000	27.16
487.0000	27.13
487.5000	27.11
488.0000	27.10
488.5000	27.09
489.0000	27.09
489.5000	27.10
490.0000	27.10
490.5000	27.12
491.0000	27.14
491.5000	27.17
492.0000	27.19
492.5000	27.23
493.0000	27.27
493.5000	27.32
494.0000	27.37
494.5000	27.43
495.0000	27.48
495.5000	27.55
496.0000	27.62
496.5000	27.68
497.0000	27.75
497.5000	27.82
498.0000	27.89
498.5000	27.95
499.0000	28.01
499.5000	28.06
500.0000	28.11
500.5000	28.15
501.0000	28.19
501.5000	28.22
502.0000	28.25
502.5000	28.27
503.0000	28.28
503.5000	28.29
504.0000	28.30
504.5000	28.29
505.0000	28.28
505.5000	28.27
506.0000	28.25
506.5000	28.22
507.0000	28.19
507.5000	28.16
508.0000	28.12
508.5000	28.07
509.0000	28.02
509.5000	27.97
510.0000	27.91
510.5000	27.85
511.0000	27.80
511.5000	27.73
512.0000	27.67
512.5000	27.62
513.0000	27.56
513.5000	27.50
514.0000	27.45
514.5000	27.40
515.0000	27.35
515.5000	27.31
516.0000	27.27
516.5000	27.25
517.0000	27.22
517.5000	27.20
518.0000	27.19
518.5000	27.18
519.0000	27.18
519.5000	27.18
520.0000	27.19
520.5000	27.21
521.0000	27.23
521.5000	27.25
522.0000	27.28
522.5000	27.32
523.0000	27.36
523.5000	27.41
524.0000	27.46
524.5000	27.52
525.0000	27.57
525.5000	27.64
526.0000	27.70
526.5000	27.77
527.0000	27.84
527.5000	27.91
528.0000	27.98
528.5000	28.03
529.0000	28.09
529.5000	28.14
530.0000	28.20
530.5000	28.23
531.0000	28.27
531.5000	28.31
532.0000	28.33
532.5000	28.36
533.0000	28.38
533.5000	28.38
534.0000	28.38
534.5000	28.37
535.0000	28.37
535.5000	28.35
536.0000	28.33
536.5000	28.30
537.0000	28.27
537.5000	28.24
538.0000	28.20
538.5000	28.15
539.0000	28.10
539.5000	28.05
540.0000	28.00
540.5000	27.94
541.0000	27.88
541.5000	27.82
542.0000	27.76
542.5000	27.70
543.0000	27.65
543.5000	27.59
544.0000	27.54
544.5000	27.49
545.0000	27.45
545.5000	27.40
546.0000	27.37
546.5000	27.33
547.0000	27.31
547.5000	27.29
548.0000	27.28
548.5000	27.27
549.0000	27.27
549.5000	27.27
550.0000	27.28
550.5000	27.30
551.0000	27.32
551.5000	27.34
552.0000	27.38
552.5000	27.41
553.0000	27.45
553.5000	27.50
554.0000	27.55
554.5000	27.60
555.0000	27.66
555.5000	27.72
556.0000	27.79
556.5000	27.86
557.0000	27.93
557.5000	27.99
558.0000	28.05
558.5000	28.11
559.0000	28.17
559.5000	28.22
560.0000	28.28
560.5000	28.32
561.0000	28.36
561.5000	28.39
562.0000	28.42
562.5000	28.44
563.0000	28.45
563.5000	28.46
564.0000	28.46
564.5000	28.46
565.0000	28.45
565.5000	28.43
566.0000	28.42
566.5000	28.39
567.0000	28.36
567.5000	28.32
568.0000	28.28
568.5000	28.23
569.0000	28.18
569.5000	28.13
570.0000	28.08
570.5000	28.02
571.0000	27.96
571.5000	27.90
572.0000	27.84
572.5000	27.78
573.0000	27.72
573.5000	27.66
574.0000	27.61
574.5000	27.56
575.0000	27.52
575.5000	27.48
576.0000	27.45
576.5000	27.41
577.0000	27.38
577.5000	27.36
578.0000	27.35
578.5000	27.34
579.0000	27.34
579.5000	27.34
580.0000	27.35
580.5000	27.36
581.0000	27.39
581.5000	27.41
582.0000	27.44
582.5000	27.48
583.0000	27.52
583.5000	27.57
584.0000	27.62
584.5000	27.67
585.0000	27.73
585.5000	27.80
586.0000	27.87
586.5000	27.93
587.0000	28.00
587.5000	28.07
588.0000	28.13
588.5000	28.20
589.0000	28.25
589.5000	28.31
590.0000	28.36
590.5000	28.40
591.0000	28.44
591.5000	28.47
592.0000	28.50
592.5000	28.52
593.0000	28.53
593.5000	28.54
594.0000	28.55
594.5000	28.54
595.0000	28.52
595.5000	28.52
596.0000	28.49
596.5000	28.46
597.0000	28.43
597.5000	28.40
598.0000	28.36
598.5000	28.31
599.0000	28.26
599.5000	28.21
600.0000	28.15
600.5000	28.09
601.0000	28.04
601.5000	27.98
602.0000	27.92
602.5000	27.86
603.0000	27.80
603.5000	27.75
604.0000	27.69
604.5000	27.64
605.0000	27.60
605.5000	27.56
606.0000	27.52
606.5000	27.49
607.0000	27.47
607.5000	27.45
608.0000	27.43
608.5000	27.43
609.0000	27.42
609.5000	27.43
610.0000	27.43
610.5000	27.45
611.0000	27.48
611.5000	27.49
612.0000	27.52
612.5000	27.56
613.0000	27.60
613.5000	27.64
614.0000	27.70
614.5000	27.76
615.0000	27.82
615.5000	27.88
616.0000	27.95
616.5000	28.02
617.0000	28.10
617.5000	28.16
618.0000	28.22
618.5000	28.28
619.0000	28.34
619.5000	28.40
620.0000	28.44
620.5000	28.49
621.0000	28.53
621.5000	28.56
622.0000	28.58
622.5000	28.60
623.0000	28.61
623.5000	28.62
624.0000	28.63
624.5000	28.62
625.0000	28.61
625.5000	28.60
626.0000	28.58
626.5000	28.56
627.0000	28.52
627.5000	28.49
628.0000	28.44
628.5000	28.39
629.0000	28.35
629.5000	28.29
630.0000	28.23
630.5000	28.18
631.0000	28.12
631.5000	28.06
632.0000	28.01
632.5000	27.95
633.0000	27.89
633.5000	27.83
634.0000	27.78
634.5000	27.73
635.0000	27.69
635.5000	27.65
636.0000	27.61
636.5000	27.58
637.0000	27.56
637.5000	27.53
638.0000	27.52
638.5000	27.51
639.0000	27.51
639.5000	27.52
640.0000	27.53
640.5000	27.55
641.0000	27.56
641.5000	27.59
642.0000	27.62
642.5000	27.66
643.0000	27.70
643.5000	27.75
644.0000	27.80
644.5000	27.85
645.0000	27.91
645.5000	27.98
646.0000	28.04
646.5000	28.11
647.0000	28.18
647.5000	28.24
648.0000	28.30
648.5000	28.37
649.0000	28.43
649.5000	28.48
650.0000	28.53
650.5000	28.57
651.0000	28.61
651.5000	28.64
652.0000	28.66
652.5000	28.68
653.0000	28.70
653.5000	28.70
654.0000	28.70
654.5000	28.70
655.0000	28.69
655.5000	28.67
656.0000	28.66
656.5000	28.63
657.0000	28.60
657.5000	28.55
658.0000	28.51
658.5000	28.47
659.0000	28.42
659.5000	28.37
660.0000	28.31
660.5000	28.25
661.0000	28.19
661.5000	28.13
662.0000	28.07
662.5000	28.03
663.0000	27.96
663.5000	27.91
664.0000	27.86
664.5000	27.81
665.0000	27.76
665.5000	27.73
666.0000	27.69
666.5000	27.66
667.0000	27.64
667.5000	27.62
668.0000	27.60
668.5000	27.59
669.0000	27.59
669.5000	27.60
670.0000	27.61
670.5000	27.61
671.0000	27.64
671.5000	27.67
672.0000	27.70
672.5000	27.73
673.0000	27.77
673.5000	27.81
674.0000	27.87
674.5000	27.92
675.0000	27.98
675.5000	28.04
676.0000	28.11
676.5000	28.17
677.0000	28.24
677.5000	28.31
678.0000	28.37
678.5000	28.44
679.0000	28.49
679.5000	28.55
680.0000	28.60
680.5000	28.64
681.0000	28.68
681.5000	28.72
682.0000	28.74
682.5000	28.76
683.0000	28.77
683.5000	28.78
684.0000	28.79
684.5000	28.78
685.0000	28.78
685.5000	28.76
686.0000	28.74
686.5000	28.71
687.0000	28.68
687.5000	28.65
688.0000	28.61
688.5000	28.56
689.0000	28.51
689.5000	28.46
690.0000	28.40
690.5000	28.35
691.0000	28.29
691.5000	28.22
692.0000	28.17
692.5000	28.10
693.0000	28.04
693.5000	27.99
694.0000	27.94
694.5000	27.89
695.0000	27.84
695.5000	27.80
696.0000	27.76
696.5000	27.73
697.0000	27.71
697.5000	27.69
698.0000	27.68
698.5000	27.67
699.0000	27.67
699.5000	27.67
700.0000	27.68
700.5000	27.70
701.0000	27.72
701.5000	27.75
702.0000	27.77
702.5000	27.81
703.0000	27.86
703.5000	27.90
704.0000	27.95
704.5000	28.01
705.0000	28.06
705.5000	28.13
706.0000	28.20
706.5000	28.26
707.0000	28.32
707.5000	28.39
708.0000	28.46
708.5000	28.53
709.0000	28.58
709.5000	28.64
710.0000	28.69
710.5000	28.73
711.0000	28.77
711.5000	28.80
712.0000	28.82
712.5000	28.85
713.0000	28.86
713.5000	28.86
714.0000	28.87
714.5000	28.86
715.0000	28.85
715.5000	28.83
716.0000	28.82
716.5000	28.79
717.0000	28.75
717.5000	28.71
718.0000	28.67
718.5000	28.63
719.0000	28.58
719.5000	28.52
720.0000	28.47
720.5000	28.41
721.0000	28.35
721.5000	28.30
722.0000	28.24
722.5000	28.18
723.0000	28.12
723.5000	28.06
724.0000	28.02
724.5000	27.97
725.0000	27.92
725.5000	27.88
726.0000	27.85
726.5000	27.82
727.0000	27.79
727.5000	27.77
728.0000	27.76
728.5000	27.76
729.0000	27.75
729.5000	27.75
730.0000	27.76
730.5000	27.77
731.0000	27.80
731.5000	27.82
732.0000	27.85
732.5000	27.88
733.0000	27.92
733.5000	27.97
734.0000	28.02
734.5000	28.07
735.0000	28.13
735.5000	28.20
736.0000	28.26
736.5000	28.32
737.0000	28.39
737.5000	28.46
738.0000	28.52
738.5000	28.59
739.0000	28.64
739.5000	28.70
740.0000	28.75
740.5000	28.79
741.0000	28.83
741.5000	28.86
742.0000	28.89
742.5000	28.90
743.0000	28.92
743.5000	28.93
744.0000	28.93
744.5000	28.93
745.0000	28.92
745.5000	28.91
746.0000	28.88
746.5000	28.85
747.0000	28.82
747.5000	28.79
748.0000	28.75
748.5000	28.71
749.0000	28.66
749.5000	28.60
750.0000	28.54
750.5000	28.49
751.0000	28.43
751.5000	28.37
752.0000	28.31
752.5000	28.25
753.0000	28.19
753.5000	28.13
754.0000	28.08
754.5000	28.03
755.0000	27.99
755.5000	27.94
756.0000	27.91
756.5000	27.88
757.0000	27.85
757.5000	27.84
758.0000	27.81
758.5000	27.81
759.0000	27.81
759.5000	27.81
760.0000	27.82
760.5000	27.83
761.0000	27.85
761.5000	27.88
762.0000	27.91
762.5000	27.95
763.0000	27.99
763.5000	28.03
764.0000	28.08
764.5000	28.14
765.0000	28.20
765.5000	28.26
766.0000	28.33
766.5000	28.39
767.0000	28.46
767.5000	28.53
768.0000	28.59
768.5000	28.65
769.0000	28.72
769.5000	28.77
770.0000	28.81
770.5000	28.85
771.0000	28.89
771.5000	28.92
772.0000	28.95
772.5000	28.97
773.0000	28.99
773.5000	29.00
